0,0,0
0,5,0
0,10,0
0,15,0
0,20,0
0,25,0
0,30,0
0,35,0
0,40,0
0,45,0
0,50,0
0,55,0
0,60,0
0,65,0
0,70,0
0,75,0
0,80,0
0,85,0
0,90,0
0,95,0
0,100,0
5,0,0
5,5,0
5,10,0
5,15,0
5,20,0
5,25,0
5,30,0
5,35,0
5,40,0
5,45,0
5,50,0
5,55,0
5,60,0
5,65,0
5,70,0
5,75,0
5,80,0
5,85,0
5,90,0
5,95,0
5,100,0
10,0,0
10,5,0
10,10,0
10,15,0
10,20,0
10,25,0
10,30,0
10,35,0
10,40,0
10,45,0
10,50,0
10,55,0
10,60,0
10,65,0
10,70,0
10,75,0
10,80,0
10,85,0
10,90,0
10,95,0
10,100,0
15,0,0
15,5,0
15,10,0
15,15,0
15,20,0
15,25,0
15,30,0
15,35,0
15,40,0
15,45,0
15,50,0
15,55,0
15,60,0
15,65,0
15,70,0
15,75,0
15,80,0
15,85,0
15,90,0
15,95,0
15,100,0
20,0,0
20,5,0
20,10,0
20,15,0
20,20,0
20,25,0
20,30,0
20,35,0
20,40,0
20,45,0
20,50,0
20,55,0
20,60,0
20,65,0
20,70,0
20,75,0
20,80,0
20,85,0
20,90,0
20,95,0
20,100,0
25,0,0
25,5,0
25,10,0
25,15,0
25,20,0
25,25,0
25,30,0
25,35,0
25,40,0
25,45,0
25,50,0
25,55,0
25,60,0
25,65,0
25,70,0
25,75,0
25,80,0
25,85,0
25,90,0
25,95,0
25,100,0
30,0,0
30,5,0
30,10,0
30,15,0
30,20,0
30,25,0
30,30,1
30,35,1
30,40,1
30,45,1
30,50,1
30,55,1
30,60,1
30,65,1
30,70,1
30,75,0
30,80,0
30,85,0
30,90,0
30,95,0
30,100,0
35,0,0
35,5,0
35,10,0
35,15,0
35,20,0
35,25,0
35,30,1
35,35,1
35,40,1
35,45,1
35,50,1
35,55,1
35,60,1
35,65,1
35,70,1
35,75,0
35,80,0
35,85,0
35,90,0
35,95,0
35,100,0
40,0,0
40,5,0
40,10,0
40,15,0
40,20,0
40,25,0
40,30,1
40,35,1
40,40,1
40,45,1
40,50,1
40,55,1
40,60,1
40,65,1
40,70,1
40,75,0
40,80,0
40,85,0
40,90,0
40,95,0
40,100,0
45,0,0
45,5,0
45,10,0
45,15,0
45,20,0
45,25,0
45,30,1
45,35,1
45,40,1
45,45,1
45,50,1
45,55,1
45,60,1
45,65,1
45,70,1
45,75,0
45,80,0
45,85,0
45,90,0
45,95,0
45,100,0
50,0,0
50,5,0
50,10,0
50,15,0
50,20,0
50,25,0
50,30,1
50,35,1
50,40,1
50,45,1
50,50,1
50,55,1
50,60,1
50,65,1
50,70,1
50,75,0
50,80,0
50,85,0
50,90,0
50,95,0
50,100,0
55,0,0
55,5,0
55,10,0
55,15,0
55,20,0
55,25,0
55,30,1
55,35,1
55,40,1
55,45,1
55,50,1
55,55,1
55,60,1
55,65,1
55,70,1
55,75,0
55,80,0
55,85,0
55,90,0
55,95,0
55,100,0
60,0,0
60,5,0
60,10,0
60,15,0
60,20,0
60,25,0
60,30,1
60,35,1
60,40,1
60,45,1
60,50,1
60,55,1
60,60,1
60,65,1
60,70,1
60,75,0
60,80,0
60,85,0
60,90,0
60,95,0
60,100,0
65,0,0
65,5,0
65,10,0
65,15,0
65,20,0
65,25,0
65,30,1
65,35,1
65,40,1
65,45,1
65,50,1
65,55,1
65,60,1
65,65,1
65,70,1
65,75,0
65,80,0
65,85,0
65,90,0
65,95,0
65,100,0
70,0,0
70,5,0
70,10,0
70,15,0
70,20,0
70,25,0
70,30,1
70,35,1
70,40,1
70,45,1
70,50,1
70,55,1
70,60,1
70,65,1
70,70,1
70,75,0
70,80,0
70,85,0
70,90,0
70,95,0
70,100,0
75,0,0
75,5,0
75,10,0
75,15,0
75,20,0
75,25,0
75,30,0
75,35,0
75,40,0
75,45,0
75,50,0
75,55,0
75,60,0
75,65,0
75,70,0
75,75,0
75,80,0
75,85,0
75,90,0
75,95,0
75,100,0
80,0,0
80,5,0
80,10,0
80,15,0
80,20,0
80,25,0
80,30,0
80,35,0
80,40,0
80,45,0
80,50,0
80,55,0
80,60,0
80,65,0
80,70,0
80,75,0
80,80,0
80,85,0
80,90,0
80,95,0
80,100,0
85,0,0
85,5,0
85,10,0
85,15,0
85,20,0
85,25,0
85,30,0
85,35,0
85,40,0
85,45,0
85,50,0
85,55,0
85,60,0
85,65,0
85,70,0
85,75,0
85,80,0
85,85,0
85,90,0
85,95,0
85,100,0
90,0,0
90,5,0
90,10,0
90,15,0
90,20,0
90,25,0
90,30,0
90,35,0
90,40,0
90,45,0
90,50,0
90,55,0
90,60,0
90,65,0
90,70,0
90,75,0
90,80,0
90,85,0
90,90,0
90,95,0
90,100,0
95,0,0
95,5,0
95,10,0
95,15,0
95,20,0
95,25,0
95,30,0
95,35,0
95,40,0
95,45,0
95,50,0
95,55,0
95,60,0
95,65,0
95,70,0
95,75,0
95,80,0
95,85,0
95,90,0
95,95,0
95,100,0
100,0,0
100,5,0
100,10,0
100,15,0
100,20,0
100,25,0
100,30,0
100,35,0
100,40,0
100,45,0
100,50,0
100,55,0
100,60,0
100,65,0
100,70,0
100,75,0
100,80,0
100,85,0
100,90,0
100,95,0
100,100,0
